"videostatsid","ytvideoid","views","comments","likes","dislikes","timestamp"
"688","AkK_n5Q8M38","1065714","3721","34022","1157","2019-04-15 06:00:52"
"689","LL2jKGvyC8Y","200866","763","1739","71","2019-04-15 06:00:52"
"690","m1MewpFNBdc","1921276","8831","182066","1557","2019-04-15 06:00:53"
"691","ECdQ6OV-rkU","2226312","4188","60182","525","2019-04-15 06:00:53"
"692","N2DdOs5OhxY","1102078","3999","49267","916","2019-04-15 06:00:54"
"693","zxVmyC5xqUE","423323","3121","10137","444","2019-04-15 06:00:54"
"694","0GLbwkfhYZk","5890895","28390","187082","11088","2019-04-15 06:15:02"
"695","O4NB73HTlxI","3855778","32001","282185","4851","2019-04-15 06:15:03"
"696","VVRcXtSjPcE","277491","1057","4721","90","2019-04-15 06:15:04"
"697","adzYW5DZoWs","21754787","79438","479862","61975","2019-04-15 06:15:04"
"698","p_8yK2kmxoo","2543062","10819","136137","1378","2019-04-15 06:15:05"
"699","g7itQNVeFB4","585489","4150","20181","1165","2019-04-15 06:15:06"
"700","BJzJtm7OfdQ","784643","5669","55775","811","2019-04-15 06:15:06"
"701","qOkZiVlQHMs","760003","1554","17116","199","2019-04-15 06:15:07"
"702","I47_jCtfYlE","1263676","5030","15101","456","2019-04-15 06:15:08"
"703","5jDsPkPjVK4","567409","3377","24569","852","2019-04-15 06:15:08"
"704","C4_UntN6O2A","761608","2992","30753","409","2019-04-15 06:15:09"
"705","a5vg_Yi42Ok","1407553","3769","36566","1368","2019-04-15 06:15:09"
"706","CikXQvz57ZU","394693","745","8448","217","2019-04-15 06:15:10"
"707","h3P5Hrblbe0","239036","469","14810","46","2019-04-15 06:15:11"
"708","VSPuRXkUWoU","1580040","8922","235709","445","2019-04-15 06:15:11"
"709","AJKDh52Ehac","225826","1052","6760","145","2019-04-15 06:15:12"
"710","2x8guH7hsgc","2153605","31867","38105","26664","2019-04-15 06:15:12"
"711","KMwuyXQcWfI","567022","1002","6900","185","2019-04-15 06:15:13"
"712","AFWIu243KY8","227684","461","1487","133","2019-04-15 06:15:13"
"713","u5jugGl_pu0","620779","3226","57105","139","2019-04-15 06:15:14"
"714","kOd19ljsklQ","2489174","10713","117471","972","2019-04-15 06:15:14"
"715","_aHE8lgalJU","175040","6280","20497","67","2019-04-15 06:15:15"
"716","zKfmiAYiC-M","1576465","4813","24922","1369","2019-04-15 06:15:16"
"717","04WYGo4rfdw","944970","2005","15227","565","2019-04-15 06:15:16"
"718","6gfh2UfcJFw","370894","1462","19026","178","2019-04-15 06:15:17"
"719","QuderoyWqII","6774243","40838","327087","10985","2019-04-15 06:15:17"
"720","nKh_yq627WM","548495","7566","48129","354","2019-04-15 06:15:18"
"721","XsX3ATc3FbA","129275457","2756988","8061540","337115","2019-04-15 06:15:18"
"722","mWkP7esvuiw","1097057","1780","14399","254","2019-04-15 06:15:19"
"723","zIG2yCvG3TI","302839","678","2144","196","2019-04-15 06:15:19"
"724","-9txATEWXTQ","7154379","36511","412917","13034","2019-04-15 06:15:20"
"725","DfggRtdOiTE","868684","2741","5269","205","2019-04-15 06:15:20"
"726","t0t9dul8bOw","1222040","4591","27330","940","2019-04-15 06:15:20"
"727","O8CCQopoCAE","548625","4398","41040","432","2019-04-15 06:15:21"
"728","pY8O7-mpdUk","1218014","3760","10691","1986","2019-04-15 06:15:21"
"729","BPExj-3kaAc","846301","7873","29782","437","2019-04-15 06:15:22"
"730","TW-kag5GG9s","645528","2845","22427","511","2019-04-15 06:15:23"
"731","zaWyIKas2Ww","239408","536","1408","50","2019-04-15 06:15:23"
"732","uv9kDcbJLi8","958250","2601","53239","993","2019-04-15 06:15:24"
"733","f2AuCmxtOSA","411563","2161","21309","338","2019-04-15 06:15:24"
"734","81UpjkAuHJM","348766","642","6110","274","2019-04-15 06:15:25"
"735","NJo8CjVpIEw","895503","2433","7938","1179","2019-04-15 06:15:25"
"736","NbhiGb_pZ-g","2258150","14628","123763","1874","2019-04-15 06:15:26"
"737","HkdPYRxYMdc","1453204","6372","56747","1858","2019-04-15 06:15:26"
"738","f5bJ5acwZtI","2017437","19143","212106","4234","2019-04-15 06:15:27"
"739","LLR0jg7Xu9M","635134","525","12051","157","2019-04-15 06:15:27"
"740","0flfyCjIh8M","961423","2552","20182","360","2019-04-15 06:15:28"
"741","QaZ93sibpk0","21478893","51669","547084","38256","2019-04-15 06:15:28"
"742","mQ2fJ_aM_T0","1250210","5788","53415","628","2019-04-15 06:15:28"
"743","26EivpCPHnQ","2871650","21020","130652","1315","2019-04-15 06:15:30"
"744","cKiX2rUB6sY","521187","3576","35151","1041","2019-04-15 06:15:30"
"745","IdzY6lcCiCM","704990","2835","24410","266","2019-04-15 06:15:31"
"746","MdVTBGEuxhM","909019","2070","31773","708","2019-04-15 06:15:31"
"747","bQ3gBKDa8RY","1306666","1891","34822","468","2019-04-15 06:15:32"
"748","_cdt2CLalhA","608058","1886","17653","3427","2019-04-15 06:15:32"
"749","SR5kfWXfxto","7023582","34478","224533","3465","2019-04-15 06:15:33"
"750","ZEWGyyLiqY4","807540","1595","20210","533","2019-04-15 06:15:33"
"751","OzUXonhJo3Y","1793373","4364","43492","1158","2019-04-15 06:15:34"
"752","QZsthdsh6yk","34363517","84603","711117","190168","2019-04-15 06:15:34"
"753","r7CWEE3ZAWs","5965831","25711","318779","12882","2019-04-15 06:15:35"
"754","YSJlU2q58Bc","5669568","6369","189618","2511","2019-04-15 06:15:35"
"755","550f3BEWEwQ","446385","517","5548","254","2019-04-15 06:15:36"
"756","YPZ1f52jlm8","385618","828","18800","223","2019-04-15 06:15:36"
"757","UoUeBLp5KlI","950782","3464","21413","835","2019-04-15 06:15:37"
"758","LKtajrJUggU","543398","1103","9598","297","2019-04-15 06:15:38"
"759","81UOofW82FY","9531871","16015","302554","2666","2019-04-15 06:15:38"
"760","T4Q0pElKWY0","3359235","17682","235539","1237","2019-04-15 06:15:39"
"761","8SGbIHoKewM","789086","1233","11647","516","2019-04-15 06:15:39"
"762","198gzllaumo","13778584","15427","294207","6127","2019-04-15 06:15:40"
"763","3_ZSwppz2ak","562001","2183","20244","411","2019-04-15 06:15:40"
"764","7TavVZMewpY","23818826","45736","490189","20651","2019-04-15 06:15:41"
"765","6cFAYjQw2CA","1861175","6699","29328","1105","2019-04-15 06:15:41"
"766","5HoE9Tn5oug","1462684","4910","92162","559","2019-04-15 06:15:42"
"767","Ms5yMta2p9A","2332203","7752","207977","1430","2019-04-15 06:15:42"
"768","-ze37NCz5oI","925407","6091","36507","296","2019-04-15 06:15:43"
"769","jjanTQjvkUM","396692","849","2849","230","2019-04-15 06:15:43"
"770","kQ1xE4sK9Qk","1062065","1482","22906","453","2019-04-15 06:15:44"
"771","iVn37ndpkIc","369641","1510","7540","165","2019-04-15 06:15:44"
"772","KUaVjms6yyY","4836276","14811","246426","4338","2019-04-15 06:15:44"
"773","RQOhAeNAjKc","893196","4103","38112","467","2019-04-15 06:15:45"
"774","Kb1a3OSVjXk","1703075","1398","40026","519","2019-04-15 06:15:45"
"775","nyU2mFp3ru0","191062","418","3125","102","2019-04-15 06:15:46"
"776","pAoEHR4aW8I","4916363","15996","133986","3788","2019-04-15 06:15:47"
"777","S_GVbuddri8","5137548","24232","212188","2662","2019-04-15 06:15:47"
"778","D3nT0piQDgA","1210197","5537","68609","3166","2019-04-15 06:15:48"
"779","29Uy9z0lzcw","1400517","7405","55128","2187","2019-04-15 06:15:48"
"780","15odjKT7MPA","790719","1393","6212","193","2019-04-15 06:15:48"
"781","u8tdT5pAE34","7293450","50234","533906","2852","2019-04-15 06:15:49"
"782","17A_wsy6WX0","2411091","17550","248915","7524","2019-04-15 06:15:49"
"783","W_VzAap2vl0","1211731","5956","14742","1332","2019-04-15 06:15:50"
"784","tV1S5mKN_b8","920643","4158","32470","1105","2019-04-15 06:15:50"
"785","HUsIcK1a4B0","5177156","11984","262700","2797","2019-04-15 06:15:51"
"786","z5MCMhXSdQM","641377","1378","4731","277","2019-04-15 06:15:51"
"787","AkK_n5Q8M38","1066432","3721","34030","1157","2019-04-15 06:15:52"
"788","LL2jKGvyC8Y","200886","763","1739","71","2019-04-15 06:15:52"
"789","m1MewpFNBdc","1921714","8836","182081","1557","2019-04-15 06:15:53"
"790","ECdQ6OV-rkU","2226963","4188","60188","525","2019-04-15 06:15:53"
"791","N2DdOs5OhxY","1102370","3999","49272","916","2019-04-15 06:15:54"
"792","zxVmyC5xqUE","423673","3126","10141","444","2019-04-15 06:15:54"
"793","0GLbwkfhYZk","5895989","28432","187404","11122","2019-04-15 06:30:02"
"794","O4NB73HTlxI","3861599","32036","282808","4872","2019-04-15 06:30:02"
"795","VVRcXtSjPcE","277998","1070","4740","92","2019-04-15 06:30:03"
"796","adzYW5DZoWs","21762455","79457","480130","62018","2019-04-15 06:30:03"
"797","p_8yK2kmxoo","2548601","10864","136602","1386","2019-04-15 06:30:04"
"798","g7itQNVeFB4","585652","4150","20232","1179","2019-04-15 06:30:05"
"799","BJzJtm7OfdQ","787015","5703","56060","821","2019-04-15 06:30:05"
"800","qOkZiVlQHMs","762439","1559","17235","203","2019-04-15 06:30:06"
"801","I47_jCtfYlE","1264486","5036","15108","456","2019-04-15 06:30:06"
"802","5jDsPkPjVK4","569005","3388","24691","855","2019-04-15 06:30:07"
"803","C4_UntN6O2A","761924","2997","30810","412","2019-04-15 06:30:07"
"804","a5vg_Yi42Ok","1409955","3780","36674","1377","2019-04-15 06:30:08"
"805","CikXQvz57ZU","394851","745","8484","218","2019-04-15 06:30:08"
"806","h3P5Hrblbe0","239657","469","14888","47","2019-04-15 06:30:09"
"807","VSPuRXkUWoU","1581477","8953","236814","447","2019-04-15 06:30:09"
"808","AJKDh52Ehac","225901","1052","6772","145","2019-04-15 06:30:10"
"809","2x8guH7hsgc","2153816","31894","38143","26721","2019-04-15 06:30:11"
"810","KMwuyXQcWfI","567056","1002","6907","186","2019-04-15 06:30:11"
"811","AFWIu243KY8","227725","461","1489","134","2019-04-15 06:30:12"
"812","u5jugGl_pu0","621119","3246","57371","142","2019-04-15 06:30:12"
"813","kOd19ljsklQ","2490276","10713","117558","974","2019-04-15 06:30:13"
"814","_aHE8lgalJU","175077","6289","20534","69","2019-04-15 06:30:13"
"815","zKfmiAYiC-M","1578190","4813","24976","1375","2019-04-15 06:30:14"
"816","04WYGo4rfdw","945555","1999","15245","568","2019-04-15 06:30:14"
"817","6gfh2UfcJFw","371086","1462","19109","179","2019-04-15 06:30:15"
"818","QuderoyWqII","6775605","40865","327240","10994","2019-04-15 06:30:15"
"819","nKh_yq627WM","548785","7581","48256","355","2019-04-15 06:30:16"
"820","XsX3ATc3FbA","129346170","2757797","8064530","337450","2019-04-15 06:30:16"
"821","mWkP7esvuiw","1098616","1780","14416","254","2019-04-15 06:30:17"
"822","zIG2yCvG3TI","302936","678","2147","196","2019-04-15 06:30:17"
"823","-9txATEWXTQ","7154879","36524","413100","13041","2019-04-15 06:30:18"
"824","DfggRtdOiTE","868790","2750","5285","210","2019-04-15 06:30:18"
"825","t0t9dul8bOw","1222383","4591","27407","944","2019-04-15 06:30:19"
"826","O8CCQopoCAE","548674","4398","41080","433","2019-04-15 06:30:19"
"827","pY8O7-mpdUk","1218515","3760","10706","1990","2019-04-15 06:30:20"
"828","BPExj-3kaAc","846366","7880","29822","437","2019-04-15 06:30:20"
"829","TW-kag5GG9s","646169","2852","22460","511","2019-04-15 06:30:21"
"830","zaWyIKas2Ww","239566","536","1409","50","2019-04-15 06:30:21"
"831","uv9kDcbJLi8","958304","2601","53283","993","2019-04-15 06:30:22"
"832","f2AuCmxtOSA","411715","2161","21320","338","2019-04-15 06:30:22"
"833","81UpjkAuHJM","348901","642","6114","274","2019-04-15 06:30:23"
"834","NJo8CjVpIEw","895905","2433","7943","1182","2019-04-15 06:30:23"
"835","NbhiGb_pZ-g","2258541","14628","123822","1874","2019-04-15 06:30:24"
"836","HkdPYRxYMdc","1453276","6381","56772","1858","2019-04-15 06:30:24"
"837","f5bJ5acwZtI","2017780","19175","212337","4254","2019-04-15 06:30:25"
"838","LLR0jg7Xu9M","635575","525","12066","157","2019-04-15 06:30:25"
"839","0flfyCjIh8M","961614","2552","20187","360","2019-04-15 06:30:26"
"840","QaZ93sibpk0","21482074","51683","547229","38278","2019-04-15 06:30:26"
"841","mQ2fJ_aM_T0","1250362","5801","53457","628","2019-04-15 06:30:26"
"842","26EivpCPHnQ","2872286","21026","130691","1315","2019-04-15 06:30:28"
"843","cKiX2rUB6sY","521301","3576","35185","1041","2019-04-15 06:30:28"
"844","IdzY6lcCiCM","705104","2835","24410","266","2019-04-15 06:30:29"
"845","MdVTBGEuxhM","909420","2070","31794","708","2019-04-15 06:30:29"
"846","bQ3gBKDa8RY","1307278","1891","34857","468","2019-04-15 06:30:30"
"847","_cdt2CLalhA","608153","1886","17657","3428","2019-04-15 06:30:31"
"848","SR5kfWXfxto","7024824","34499","224586","3469","2019-04-15 06:30:31"
"849","ZEWGyyLiqY4","807765","1595","20225","533","2019-04-15 06:30:32"
"850","OzUXonhJo3Y","1793446","4364","43494","1158","2019-04-15 06:30:33"
"851","QZsthdsh6yk","34389909","84689","711853","190332","2019-04-15 06:30:33"
"852","r7CWEE3ZAWs","5970089","25718","319033","12896","2019-04-15 06:30:34"
"853","YSJlU2q58Bc","5671389","6369","189694","2510","2019-04-15 06:30:35"
"854","550f3BEWEwQ","446392","517","5548","254","2019-04-15 06:30:36"
"855","YPZ1f52jlm8","385735","828","18820","223","2019-04-15 06:30:36"
"856","UoUeBLp5KlI","950807","3464","21416","835","2019-04-15 06:30:37"
"857","LKtajrJUggU","543421","1103","9598","297","2019-04-15 06:30:37"
"858","81UOofW82FY","9532211","16015","302635","2666","2019-04-15 06:30:38"
"859","T4Q0pElKWY0","3359495","17689","235573","1237","2019-04-15 06:30:38"
"860","8SGbIHoKewM","789091","1233","11650","516","2019-04-15 06:30:39"
"861","198gzllaumo","13782266","15436","294292","6131","2019-04-15 06:30:39"
"862","3_ZSwppz2ak","562008","2183","20249","411","2019-04-15 06:30:40"
"863","7TavVZMewpY","23821984","45745","490275","20656","2019-04-15 06:30:40"
"864","6cFAYjQw2CA","1862069","6704","29360","1105","2019-04-15 06:30:41"
"865","5HoE9Tn5oug","1462735","4910","92197","559","2019-04-15 06:30:41"
"866","Ms5yMta2p9A","2332230","7752","208003","1430","2019-04-15 06:30:42"
"867","-ze37NCz5oI","925460","6091","36510","296","2019-04-15 06:30:42"
"868","jjanTQjvkUM","396709","849","2850","230","2019-04-15 06:30:43"
"869","kQ1xE4sK9Qk","1062435","1482","22919","453","2019-04-15 06:30:43"
"870","iVn37ndpkIc","369698","1510","7540","165","2019-04-15 06:30:44"
"871","KUaVjms6yyY","4838548","14811","246553","4345","2019-04-15 06:30:44"
"872","RQOhAeNAjKc","893224","4111","38123","467","2019-04-15 06:30:44"
"873","Kb1a3OSVjXk","1703225","1398","40036","519","2019-04-15 06:30:45"
"874","nyU2mFp3ru0","191073","418","3125","102","2019-04-15 06:30:45"
"875","pAoEHR4aW8I","4916680","15996","134003","3788","2019-04-15 06:30:46"
"876","S_GVbuddri8","5137688","24232","212215","2662","2019-04-15 06:30:46"
"877","D3nT0piQDgA","1210681","5537","68653","3167","2019-04-15 06:30:47"
"878","29Uy9z0lzcw","1400595","7411","55130","2187","2019-04-15 06:30:47"
"879","15odjKT7MPA","790727","1393","6212","193","2019-04-15 06:30:47"
"880","u8tdT5pAE34","7296543","50269","534074","2855","2019-04-15 06:30:48"
"881","17A_wsy6WX0","2411848","17550","248951","7525","2019-04-15 06:30:48"
"882","W_VzAap2vl0","1211785","5957","14744","1332","2019-04-15 06:30:49"
"883","tV1S5mKN_b8","920647","4158","32471","1105","2019-04-15 06:30:49"
"884","HUsIcK1a4B0","5177715","11984","262767","2799","2019-04-15 06:30:50"
"885","z5MCMhXSdQM","641395","1379","4731","277","2019-04-15 06:30:50"
"886","AkK_n5Q8M38","1066630","3730","34039","1157","2019-04-15 06:30:51"
"887","LL2jKGvyC8Y","200887","763","1739","71","2019-04-15 06:30:51"
"888","m1MewpFNBdc","1921835","8836","182102","1557","2019-04-15 06:30:51"
"889","ECdQ6OV-rkU","2227143","4188","60202","525","2019-04-15 06:30:52"
"890","N2DdOs5OhxY","1102446","3999","49275","916","2019-04-15 06:30:52"
"891","zxVmyC5xqUE","423751","3126","10146","444","2019-04-15 06:30:53"
"892","0GLbwkfhYZk","5916392","28459","187685","11148","2019-04-15 06:45:02"
"893","O4NB73HTlxI","3882834","32153","283376","4895","2019-04-15 06:45:03"
"894","VVRcXtSjPcE","279466","1089","4770","93","2019-04-15 06:45:03"
"895","adzYW5DZoWs","21784413","79486","480365","62072","2019-04-15 06:45:04"
"896","p_8yK2kmxoo","2564059","10867","137088","1396","2019-04-15 06:45:05"
"897","g7itQNVeFB4","588805","4150","20288","1188","2019-04-15 06:45:05"
"898","BJzJtm7OfdQ","791684","5744","56352","829","2019-04-15 06:45:05"
"899","qOkZiVlQHMs","769802","1583","17396","209","2019-04-15 06:45:06"
"900","I47_jCtfYlE","1267547","5045","15123","456","2019-04-15 06:45:07"
"901","5jDsPkPjVK4","572431","3398","24833","861","2019-04-15 06:45:08"
"902","C4_UntN6O2A","765988","2997","30877","412","2019-04-15 06:45:08"
"903","a5vg_Yi42Ok","1419666","3802","36797","1383","2019-04-15 06:45:08"
"904","CikXQvz57ZU","397993","745","8526","219","2019-04-15 06:45:09"
"905","h3P5Hrblbe0","241467","469","14976","49","2019-04-15 06:45:09"
"906","VSPuRXkUWoU","1592919","8983","237874","451","2019-04-15 06:45:10"
"907","AJKDh52Ehac","227094","1052","6788","145","2019-04-15 06:45:10"
"908","2x8guH7hsgc","2159105","31924","38174","26783","2019-04-15 06:45:11"
"909","KMwuyXQcWfI","568018","1002","6913","186","2019-04-15 06:45:11"
"910","AFWIu243KY8","228394","469","1491","134","2019-04-15 06:45:12"
"911","u5jugGl_pu0","628692","3262","57691","147","2019-04-15 06:45:12"
"912","kOd19ljsklQ","2493092","10728","117636","974","2019-04-15 06:45:13"
"913","_aHE8lgalJU","175903","6312","20585","69","2019-04-15 06:45:13"
"914","zKfmiAYiC-M","1585904","4818","25032","1378","2019-04-15 06:45:14"
"915","04WYGo4rfdw","947775","1999","15267","568","2019-04-15 06:45:14"
"916","6gfh2UfcJFw","373923","1462","19212","181","2019-04-15 06:45:15"
"917","QuderoyWqII","6781653","40885","327371","11004","2019-04-15 06:45:15"
"918","nKh_yq627WM","551829","7587","48375","355","2019-04-15 06:45:16"
"919","XsX3ATc3FbA","129541896","2757654","8067496","337816","2019-04-15 06:45:16"
"920","mWkP7esvuiw","1101594","1794","14442","254","2019-04-15 06:45:17"
"921","zIG2yCvG3TI","303626","678","2152","197","2019-04-15 06:45:17"
"922","-9txATEWXTQ","7160835","36524","413273","13050","2019-04-15 06:45:18"
"923","DfggRtdOiTE","872191","2761","5306","215","2019-04-15 06:45:18"
"924","t0t9dul8bOw","1225701","4613","27491","947","2019-04-15 06:45:19"
"925","O8CCQopoCAE","549918","4412","41135","433","2019-04-15 06:45:19"
"926","pY8O7-mpdUk","1221501","3760","10719","1994","2019-04-15 06:45:19"
"927","BPExj-3kaAc","848187","7885","29862","437","2019-04-15 06:45:20"
"928","TW-kag5GG9s","647793","2852","22494","511","2019-04-15 06:45:20"
"929","zaWyIKas2Ww","240061","536","1410","50","2019-04-15 06:45:21"
"930","uv9kDcbJLi8","959849","2601","53325","993","2019-04-15 06:45:21"
"931","f2AuCmxtOSA","412335","2161","21341","338","2019-04-15 06:45:22"
"932","81UpjkAuHJM","349466","642","6119","274","2019-04-15 06:45:22"
"933","NJo8CjVpIEw","897059","2446","7945","1184","2019-04-15 06:45:23"
"934","NbhiGb_pZ-g","2260223","14636","123864","1876","2019-04-15 06:45:23"
"935","HkdPYRxYMdc","1454380","6381","56791","1858","2019-04-15 06:45:24"
"936","f5bJ5acwZtI","2024590","19205","212565","4271","2019-04-15 06:45:24"
"937","LLR0jg7Xu9M","636943","532","12076","158","2019-04-15 06:45:25"
"938","0flfyCjIh8M","962450","2552","20195","360","2019-04-15 06:45:25"
"939","QaZ93sibpk0","21496056","51701","547360","38290","2019-04-15 06:45:25"
"940","mQ2fJ_aM_T0","1253131","5801","53498","629","2019-04-15 06:45:26"
"941","26EivpCPHnQ","2874805","21033","130728","1314","2019-04-15 06:45:27"
"942","cKiX2rUB6sY","521843","3576","35224","1042","2019-04-15 06:45:28"
"943","IdzY6lcCiCM","705369","2835","24413","266","2019-04-15 06:45:28"
"944","MdVTBGEuxhM","910341","2070","31814","708","2019-04-15 06:45:29"
"945","bQ3gBKDa8RY","1308922","1891","34893","468","2019-04-15 06:45:29"
"946","_cdt2CLalhA","608503","1892","17660","3428","2019-04-15 06:45:30"
"947","SR5kfWXfxto","7029841","34513","224641","3470","2019-04-15 06:45:30"
"948","ZEWGyyLiqY4","808994","1595","20242","534","2019-04-15 06:45:30"
"949","OzUXonhJo3Y","1793686","4364","43494","1158","2019-04-15 06:45:31"
"950","QZsthdsh6yk","34452370","84745","712556","190494","2019-04-15 06:45:31"
"951","r7CWEE3ZAWs","5981384","25734","319323","12911","2019-04-15 06:45:32"
"952","YSJlU2q58Bc","5677721","6369","189768","2513","2019-04-15 06:45:32"
"953","550f3BEWEwQ","446455","517","5548","254","2019-04-15 06:45:32"
"954","YPZ1f52jlm8","386096","828","18835","223","2019-04-15 06:45:33"
"955","UoUeBLp5KlI","951333","3464","21420","837","2019-04-15 06:45:33"
"956","LKtajrJUggU","543499","1103","9599","297","2019-04-15 06:45:34"
"957","81UOofW82FY","9540203","16022","302713","2666","2019-04-15 06:45:34"
"958","T4Q0pElKWY0","3360512","17689","235609","1237","2019-04-15 06:45:35"
"959","8SGbIHoKewM","789201","1233","11650","516","2019-04-15 06:45:35"
"960","198gzllaumo","13798427","15446","294363","6140","2019-04-15 06:45:36"
"961","3_ZSwppz2ak","562266","2183","20259","411","2019-04-15 06:45:37"
"962","7TavVZMewpY","23832494","45760","490345","20661","2019-04-15 06:45:38"
"963","6cFAYjQw2CA","1864792","6704","29388","1109","2019-04-15 06:45:38"
"964","5HoE9Tn5oug","1463869","4910","92239","559","2019-04-15 06:45:39"
"965","Ms5yMta2p9A","2333044","7752","208021","1430","2019-04-15 06:45:39"
"966","-ze37NCz5oI","925634","6091","36512","296","2019-04-15 06:45:40"
"967","jjanTQjvkUM","396790","849","2850","230","2019-04-15 06:45:40"
"968","kQ1xE4sK9Qk","1063314","1482","22928","453","2019-04-15 06:45:41"
"969","iVn37ndpkIc","369874","1510","7542","165","2019-04-15 06:45:42"
"970","KUaVjms6yyY","4844401","14819","246696","4347","2019-04-15 06:45:42"
"971","RQOhAeNAjKc","893642","4111","38133","467","2019-04-15 06:45:43"
"972","Kb1a3OSVjXk","1703749","1398","40043","519","2019-04-15 06:45:43"
"973","nyU2mFp3ru0","191094","418","3125","102","2019-04-15 06:45:44"
"974","pAoEHR4aW8I","4917497","15996","134019","3789","2019-04-15 06:45:44"
"975","S_GVbuddri8","5139653","24232","212238","2663","2019-04-15 06:45:45"
"976","D3nT0piQDgA","1211748","5537","68692","3170","2019-04-15 06:45:45"
"977","29Uy9z0lzcw","1400767","7411","55134","2187","2019-04-15 06:45:46"
"978","15odjKT7MPA","790762","1393","6212","193","2019-04-15 06:45:46"
"979","u8tdT5pAE34","7306144","50285","534266","2857","2019-04-15 06:45:47"
"980","17A_wsy6WX0","2413660","17550","248999","7527","2019-04-15 06:45:47"
"981","W_VzAap2vl0","1212097","5957","14748","1332","2019-04-15 06:45:48"
"982","tV1S5mKN_b8","920704","4158","32472","1105","2019-04-15 06:45:48"
"983","HUsIcK1a4B0","5179437","11984","262831","2801","2019-04-15 06:45:48"
"984","z5MCMhXSdQM","641673","1379","4731","277","2019-04-15 06:45:49"
"985","AkK_n5Q8M38","1067058","3730","34047","1157","2019-04-15 06:45:49"
"986","LL2jKGvyC8Y","200899","763","1739","71","2019-04-15 06:45:50"
"987","m1MewpFNBdc","1922103","8836","182124","1557","2019-04-15 06:45:51"
"988","ECdQ6OV-rkU","2227650","4188","60212","525","2019-04-15 06:45:51"
"989","N2DdOs5OhxY","1102630","3999","49285","916","2019-04-15 06:45:52"
"990","zxVmyC5xqUE","423985","3126","10151","444","2019-04-15 06:45:52"
"991","0GLbwkfhYZk","5916434","28522","188019","11190","2019-04-15 07:00:03"
"992","O4NB73HTlxI","3882844","32245","283986","4913","2019-04-15 07:00:03"
"993","VVRcXtSjPcE","279488","1102","4809","94","2019-04-15 07:00:04"
"994","adzYW5DZoWs","21784419","79506","480611","62116","2019-04-15 07:00:05"
"995","p_8yK2kmxoo","2564060","10924","137607","1407","2019-04-15 07:00:05"
"996","g7itQNVeFB4","588944","4160","20350","1201","2019-04-15 07:00:06"
"997","BJzJtm7OfdQ","791934","5756","56684","831","2019-04-15 07:00:06"
"998","qOkZiVlQHMs","769806","1591","17565","211","2019-04-15 07:00:07"
"999","I47_jCtfYlE","1267548","5045","15144","457","2019-04-15 07:00:07"
"1000","5jDsPkPjVK4","572433","3410","24978","875","2019-04-15 07:00:08"
"1001","C4_UntN6O2A","765998","2997","30940","413","2019-04-15 07:00:08"
"1002","a5vg_Yi42Ok","1419699","3828","36925","1386","2019-04-15 07:00:09"
"1003","CikXQvz57ZU","398177","761","8583","222","2019-04-15 07:00:09"
"1004","h3P5Hrblbe0","241467","469","15054","49","2019-04-15 07:00:10"
"1005","VSPuRXkUWoU","1592940","8995","238998","456","2019-04-15 07:00:11"
"1006","AJKDh52Ehac","227177","1065","6802","146","2019-04-15 07:00:11"
"1007","2x8guH7hsgc","2159484","32043","38206","26842","2019-04-15 07:00:12"
"1008","KMwuyXQcWfI","568072","1002","6922","187","2019-04-15 07:00:12"
"1009","AFWIu243KY8","228437","469","1493","134","2019-04-15 07:00:13"
"1010","u5jugGl_pu0","628790","3294","58021","149","2019-04-15 07:00:13"
"1011","kOd19ljsklQ","2493092","10733","117714","976","2019-04-15 07:00:14"
"1012","_aHE8lgalJU","175961","6326","20645","70","2019-04-15 07:00:14"
"1013","6gfh2UfcJFw","374095","1462","19315","185","2019-04-15 07:00:15"
"1014","zKfmiAYiC-M","1585909","4823","25090","1381","2019-04-15 07:00:15"
"1015","04WYGo4rfdw","947775","2007","15297","569","2019-04-15 07:00:16"
"1016","QuderoyWqII","6781664","40883","327492","11008","2019-04-15 07:00:16"
"1017","nKh_yq627WM","552079","7603","48498","356","2019-04-15 07:00:17"
"1018","XsX3ATc3FbA","129542081","2758548","8070584","338155","2019-04-15 07:00:17"
"1019","mWkP7esvuiw","1101595","1802","14473","254","2019-04-15 07:00:18"
"1020","zIG2yCvG3TI","303687","678","2156","197","2019-04-15 07:00:18"
"1021","-9txATEWXTQ","7160854","36529","413437","13060","2019-04-15 07:00:19"
"1022","DfggRtdOiTE","872692","2761","5320","216","2019-04-15 07:00:19"
"1023","t0t9dul8bOw","1225712","4613","27563","951","2019-04-15 07:00:19"
"1024","O8CCQopoCAE","549969","4412","41175","434","2019-04-15 07:00:20"
"1025","pY8O7-mpdUk","1221921","3765","10741","1996","2019-04-15 07:00:20"
"1026","BPExj-3kaAc","848190","7885","29895","437","2019-04-15 07:00:21"
"1027","TW-kag5GG9s","647794","2852","22527","513","2019-04-15 07:00:21"
"1028","zaWyIKas2Ww","240061","536","1412","50","2019-04-15 07:00:22"
"1029","uv9kDcbJLi8","959921","2601","53372","996","2019-04-15 07:00:22"
"1030","f2AuCmxtOSA","412335","2161","21355","339","2019-04-15 07:00:23"
"1031","81UpjkAuHJM","349466","642","6123","274","2019-04-15 07:00:23"
"1032","NJo8CjVpIEw","897061","2446","7950","1186","2019-04-15 07:00:24"
